exemplo,nome_banco,codigo_banco,agencia
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00144.9380 21887.40000 30036.44236 3 00000000015710', 'valor': 157.1, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.3428 88141.68274 63919.17903 0 00000000072959', 'valor': 729.59, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 978, 'agencia': 2, 'linhaDigitavel': '97898.5699 23068.36691 53234.56562 5 00000000058529', 'valor': 585.29, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.2206 77877.27736 85047.25632 3 00000000030899', 'valor': 308.99, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '50298.6319 14804.84129 81249.19434 4 00000000034420', 'valor': 344.2, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.6336 61832.30298 95409.50395 6 00000000046596', 'valor': 465.96, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.8733 87975.83735 56085.23608 8 00000000024320', 'valor': 242.2, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00199.1478 32824.85844 32693.42015 5 00000000024700', 'valor': 247.0, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 9280, 'linhaDigitavel': '00190.8910 59333.72305 76439.19072 2 00000000020294', 'valor': 202.94, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00199.2482 36587.43449 55848.54096 3 00000000050240', 'valor': 502.4, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00149.0062 66984.22526 52983.64050 0 00000000048488', 'valor': 484.88, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00194.5770 70726.43679 99017.37904 3 00000000060144', 'valor': 601.44, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 586, 'agencia': 2, 'linhaDigitavel': '58691.1265 28806.22280 23321.32192 0 00000000081631', 'valor': 816.31, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.6946 93145.04363 20393.11748 6 00000000004186', 'valor': 41.86, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '90794.1570 54351.47009 55061.99416 9 00000000049539', 'valor': 495.39, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00199.7906 85857.99502 32772.07264 4 00000000072152', 'valor': 721.52, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.9197 00785.34414 74544.47885 5 00000000098647', 'valor': 985.47, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.4763 19993.97145 90224.89059 2 00000000077072', 'valor': 770.72, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 7822, 'linhaDigitavel': '00198.9257 74732.53218 55589.47023 0 00000000038193', 'valor': 381.93, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.6641 00580.76705 94256.78346 0 00000000018394', 'valor': 183.94, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00149.6664 24156.68876 60930.88866 0 00000000022978', 'valor': 229.78, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.8547 82411.12078 86376.27228 9 00000000002243', 'valor': 22.43, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 540, 'agencia': 2, 'linhaDigitavel': '54096.8195 32869.30430 67898.21746 2 00000000037655', 'valor': 376.55, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.9555 45958.09158 79806.72741 8 00000000005095', 'valor': 50.95, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '44996.0600 46355.23024 12898.98375 1 00000000028710', 'valor': 287.1, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00197.8278 80300.38137 66304.31416 5 00000000002563', 'valor': 25.63, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00197.8939 81324.70452 37905.31266 1 00000000030305', 'valor': 302.05, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.8237 16029.78632 35994.59541 1 00000000008666', 'valor': 86.66, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 9941, 'linhaDigitavel': '00195.2710 24246.12452 38863.87660 8 00000000038336', 'valor': 383.36, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.5426 95439.97280 22352.80898 2 00000000059230', 'valor': 592.31, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00179.3704 97418.64657 69126.76856 7 00000000073533', 'valor': 735.33, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.1790 06105.17582 90879.61410 6 00000000018618', 'valor': 186.18, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 560, 'agencia': 2, 'linhaDigitavel': '56091.6930 04051.63643 50321.50900 4 00000000077620', 'valor': 776.2, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.7074 20848.36865 98542.03397 9 00000000039562', 'valor': 395.62, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '35892.4718 97303.07703 96791.40629 3 00000000079481', 'valor': 794.81, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.6777 35737.77806 66540.09850 8 00000000085260', 'valor': 852.6, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.7110 86745.67749 99726.47228 7 00000000028789', 'valor': 286.89, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00194.7448 78038.95557 28807.10692 9 00000000061663', 'valor': 616.63, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 5206, 'linhaDigitavel': '00195.9928 70216.80801 27504.91278 8 00000000069399', 'valor': 693.99, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.8370 77518.11386 59938.90776 4 00000000021435', 'valor': 214.35, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00170.5500 25994.15878 30631.99514 8 00000000092603', 'valor': 926.03, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.7619 00126.15489 15836.82660 3 00000000073939', 'valor': 739.39, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 618, 'agencia': 2, 'linhaDigitavel': '61890.1661 65973.10620 93146.32513 3 00000000050748', 'valor': 507.48, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.6801 05915.18858 93234.27355 5 00000000047007', 'valor': 470.07, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '15895.9523 29901.53150 06534.76935 9 00000000078511', 'valor': 785.11, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.0044 39841.15335 18244.09312 0 00000000088075', 'valor': 880.75, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00194.1081 41329.81548 17474.23126 0 00000000019344', 'valor': 192.44, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.6702 99098.14834 74050.19233 9 00000000066850', 'valor': 668.5, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 5196, 'linhaDigitavel': '00192.4737 25534.70690 29700.28274 6 00000000043394', 'valor': 433.94, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00196.1055 42514.97958 51641.18175 5 00000000047049', 'valor': 470.49, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00131.4786 61272.56729 31690.61885 8 00000000077300', 'valor': 773.0, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00193.7712 43766.85540 92561.18572 2 00000000038119', 'valor': 381.19, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 265, 'agencia': 2, 'linhaDigitavel': '26592.1962 75047.65951 37806.67529 1 00000000057640', 'valor': 576.4, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.7565 86016.41227 98713.69024 5 00000000020569', 'valor': 205.69, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '11896.5053 11345.97499 03505.24481 4 00000000062325', 'valor': 623.25, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.6850 67992.38513 24213.19814 1 00000000041507', 'valor': 415.07, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.0951 35402.46311 11744.40178 9 00000000013801', 'valor': 137.01, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.1602 88000.42205 57686.69699 5 00000000051659', 'valor': 516.59, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 1462, 'linhaDigitavel': '00191.7305 06489.04381 75341.63546 2 00000000034744', 'valor': 347.44, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.0110 16542.57175 42665.10362 1 00000000062817', 'valor': 628.18, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00152.5989 55196.71540 27649.54723 4 00000000051832', 'valor': 518.32, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00199.1922 97099.95332 78270.08029 4 00000000019654', 'valor': 196.54, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 461, 'agencia': 2, 'linhaDigitavel': '46199.0789 49855.34215 44454.18943 3 00000000077136', 'valor': 771.36, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00193.5043 39944.00738 46239.85971 9 00000000090618', 'valor': 906.18, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '81292.1338 20522.25807 21360.55641 5 00000000049278', 'valor': 492.78, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.6614 90935.83518 18197.29799 0 00000000008747', 'valor': 87.47, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.2703 63396.91650 67846.88460 9 00000000083638', 'valor': 835.38, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00198.4601 53607.27644 00574.95379 6 00000000024084', 'valor': 240.84, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 1395, 'linhaDigitavel': '00195.1816 40242.73124 29231.31611 1 00000000070302', 'valor': 703.02, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.0127 54478.81599 21939.65085 0 00000000060252', 'valor': 602.52, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00175.8622 38043.57767 71649.81662 3 00000000007711', 'valor': 77.11, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00195.9531 71184.76937 10239.72881 3 00000000054250', 'valor': 542.5, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 116, 'agencia': 2, 'linhaDigitavel': '11691.2782 56062.93413 20259.17126 1 00000000083905', 'valor': 839.05, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.5269 82536.04054 79029.76934 3 00000000033065', 'valor': 330.65, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '49693.6247 73884.81923 84309.39722 6 00000000091329', 'valor': 913.29, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00193.4589 56451.92566 65221.62349 3 00000000045334', 'valor': 453.34, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00190.3200 05928.76821 04419.34847 0 00000000088087', 'valor': 879.87, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.5266 49629.19631 51682.66710 9 00000000042879', 'valor': 428.79, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 6722, 'linhaDigitavel': '00197.3687 78789.86448 17073.43246 6 00000000053426', 'valor': 534.26, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.6161 84342.15572 56742.91466 4 00000000032793', 'valor': 327.93, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00117.7207 73374.00118 87919.38110 7 00000000009354', 'valor': 93.54, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00193.5189 17500.85546 15470.51542 0 00000000007806', 'valor': 78.07, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 943, 'agencia': 2, 'linhaDigitavel': '94393.2855 00152.94827 54507.66789 1 00000000086207', 'valor': 862.07, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00193.0886 61965.11420 59098.12937 5 00000000077319', 'valor': 773.19, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '51590.0321 77770.29023 65809.01567 7 00000000099252', 'valor': 992.52, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00199.5759 63387.11483 41975.46066 5 00000000079343', 'valor': 793.43, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00191.8683 82254.21270 92733.03682 1 00000000013034', 'valor': 129.34, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 2, 'linhaDigitavel': '00192.7987 68982.64138 45589.44421 4 00000000032855', 'valor': 328.55, 'label': 1}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 7588, 'linhaDigitavel': '00194.3777 14365.35549 06960.62100 1 00000000091633', 'valor': 916.33, 'label': 0}",BANCO DO BRASIL S.A.,1,2.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00192.6264 50315.43901 57640.26171 3 00000000094415', 'valor': 944.15, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00157.8551 80853.16194 75688.06826 1 00000000072433', 'valor': 724.33, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00196.2220 48395.75922 54090.23962 2 00000000030939', 'valor': 309.4, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 669, 'agencia': 3, 'linhaDigitavel': '66996.3313 86917.85318 52811.35109 2 00000000026194', 'valor': 261.94, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00193.9442 64370.72684 14327.98902 5 00000000038677', 'valor': 386.77, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '39590.6936 98546.53469 61521.15764 9 00000000078987', 'valor': 789.87, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00196.8263 43667.55926 48380.62755 6 00000000073945', 'valor': 739.45, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00197.4296 65724.55104 82740.49212 8 00000000010201', 'valor': 101.01, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00191.1128 05115.58523 89890.11152 5 00000000063552', 'valor': 635.52, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 6045, 'linhaDigitavel': '00191.8282 82621.12338 79532.82297 3 00000000028582', 'valor': 285.82, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00197.6643 51997.95953 06885.48852 2 00000000028145', 'valor': 281.46, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00168.5056 03357.87580 65038.93252 2 00000000008944', 'valor': 89.44, 'label': 0}",BANCO DO BRASIL S.A.,1,3.0
"{'banco': 'BANCO DO BRASIL S.A.', 'codigoBanco': 1, 'agencia': 3, 'linhaDigitavel': '00195.3583 15094.03461 17514.30003 4 00000000038749', 'valor': 387.49, 'label': 1}",BANCO DO BRASIL S.A.,1,3.0
